racer_no,name,kana,branch,grade,era,birth_ymd,sex,age,height,weight,blood,win_rate,place_rate,avg_st,prev_grade,prev2_grade,prev3_grade,prev_ability_index,ability_index,year,season,period_from,period_to,training_term,birthplace,course1_entry_count,course1_place_rate,course1_avg_st,course1_avg_st_rank,course2_entry_count,course2_place_rate,course2_avg_st,course2_avg_st_rank,course3_entry_count,course3_place_rate,course3_avg_st,course3_avg_st_rank,course4_entry_count,course4_place_rate,course4_avg_st,course4_avg_st_rank,course5_entry_count,course5_place_rate,course5_avg_st,course5_avg_st_rank,course6_entry_count,course6_place_rate,course6_avg_st,course6_avg_st_rank
3121,占　部　　彰　二,ｳﾗﾍﾞ ｼﾖｳｼﾞ,福岡,B1,S,361027,1,55,165,51,B,4.7,24.5,0.17,B1,A2,B1,50.0,47.0,2017,1,20160501,20161031,53,福　岡,16,50.0,0.18,3.1,17,23.5,0.19,4.1,17,17.6,0.18,3.5,25,32.0,0.15,2.8,17,5.9,0.19,3.6,10,10.0,0.18,4.5
3166,谷　田　　昭　利,ﾀﾆﾀﾞ ｱｷﾄｼ,香川,B1,S,361027,1,55,161,58,A,3.52,12.6,0.18,B1,B1,B1,44.0,43.0,2017,1,20160501,20161031,55,高　知,14,35.7,0.15,3.2,12,25.0,0.17,2.9,11,9.1,0.18,3.8,10,10.0,0.16,3.3,16,6.3,0.2,3.5,24,0.0,0.19,4.7
3228,伸　澤　　　　進,ﾉﾌﾞｻﾜ ｽｽﾑ,群馬,B2,S,400921,1,51,159,51,O,3.36,14.0,0.24,B2,B1,B1,43.0,41.0,2017,1,20160501,20161031,57,群　馬,8,25.0,0.19,3.9,10,30.0,0.22,3.9,7,0.0,0.28,5.1,5,20.0,0.29,4.0,9,0.0,0.21,4.6,10,10.0,0.26,4.9
3269,柴　田　　明　宏,ｼﾊﾞﾀ ｱｷﾋﾛ,群馬,B1,S,400531,1,51,165,59,A,2.39,3.8,0.21,B2,B1,B2,42.0,39.0,2017,1,20160501,20161031,59,栃　木,11,9.1,0.2,3.8,15,6.7,0.23,4.8,18,0.0,0.21,4.4,12,8.3,0.17,3.9,11,0.0,0.21,4.1,12,0.0,0.24,4.2
3312,新　美　　進　司,ﾆｲﾐ ｼﾝｼﾞ,愛知,A2,S,400224,1,51,159,52,AB,5.87,40.0,0.17,A2,A1,A2,49.0,51.0,2017,1,20160501,20161031,61,愛　知,22,90.9,0.16,2.6,25,28.0,0.16,3.4,21,42.9,0.16,3.3,26,30.8,0.18,3.6,16,25.0,0.19,3.4,15,13.3,0.17,4.1
3324,登　　　　みつよ,ﾉﾎﾞﾘ ﾐﾂﾖ,兵庫,B1,S,420606,2,49,150,45,A,3.25,10.0,0.2,B2,B2,B2,44.0,43.0,2017,1,20160501,20161031,61,兵　庫,8,25.0,0.22,3.5,14,14.3,0.21,3.6,13,15.4,0.2,4.3,8,0.0,0.14,2.8,10,0.0,0.21,4.1,7,0.0,0.21,3.3
3328,糸　數　　由　里,ｲﾄｶｽﾞ ﾕﾘ,東京,B1,S,421014,2,49,144,45,O,3.57,19.1,0.2,B2,B1,B1,43.0,43.0,2017,1,20160501,20161031,61,東　京,8,75.0,0.18,2.9,12,16.7,0.18,3.0,18,11.1,0.21,4.3,9,33.3,0.26,4.8,11,0.0,0.16,3.6,10,0.0,0.2,4.5
3342,藤　井　　勝　巳,ﾌｼﾞｲ ｶﾂﾐ,愛知,B1,S,401221,1,51,162,53,AB,3.74,13.1,0.16,B1,B1,B1,44.0,44.0,2017,1,20160501,20161031,62,愛　知,11,9.1,0.19,3.9,14,14.3,0.16,2.7,15,6.7,0.15,2.5,19,31.6,0.12,2.1,16,6.3,0.16,3.0,10,0.0,0.21,4.6
3446,小　杉　　志津江,ｺｽｷﾞ ｼｽﾞｴ,広島,B1,S,441007,2,47,156,45,B,3.01,5.2,0.24,B2,B1,B2,43.0,41.0,2017,1,20160501,20161031,65,広　島,8,0.0,0.23,4.6,15,6.7,0.23,4.8,15,0.0,0.26,4.3,13,15.4,0.24,4.2,16,6.3,0.23,4.6,9,0.0,0.22,4.0
3492,山　下　　和　彦,ﾔﾏｼﾀ ｶｽﾞﾋｺ,香川,B1,S,421107,1,49,161,52,A,3.31,7.8,0.21,B1,B1,B1,43.0,44.0,2017,1,20160501,20161031,67,香　川,10,30.0,0.19,4.2,13,0.0,0.25,5.2,11,0.0,0.2,3.9,9,11.1,0.2,3.6,7,0.0,0.18,3.6,2,0.0,0.29,5.5
3496,赤　坂　　　　等,ｱｶｻｶ ﾋﾄｼ,群馬,B1,S,430509,1,48,164,55,A,4.18,24.2,0.18,B1,B1,B1,48.0,45.0,2017,1,20160501,20161031,67,群　馬,11,45.5,0.19,4.3,11,27.3,0.22,3.9,9,22.2,0.19,3.0,6,16.7,0.15,2.8,16,18.8,0.18,3.4,13,15.4,0.18,3.7
3650,太　田　　雅　美,ｵｵﾀ ﾏｻﾐ,佐賀,B1,S,480616,2,43,155,50,A,3.56,20.5,0.17,B1,B1,B1,42.0,42.0,2017,1,20160501,20161031,72,佐　賀,8,37.5,0.15,2.3,14,21.4,0.19,3.4,11,27.3,0.2,3.8,10,20.0,0.15,2.9,17,17.6,0.16,3.2,13,7.7,0.19,3.5
3678,小　林　　純　一,ｺﾊﾞﾔｼ ｼﾞｭﾝｲﾁ,佐賀,B1,S,480221,1,43,167,57,A,4.07,21.1,0.18,B1,B1,B1,42.0,45.0,2017,1,20160501,20161031,73,佐　賀,14,64.3,0.16,2.6,17,23.5,0.19,3.1,19,15.8,0.18,3.7,19,21.1,0.16,2.9,22,13.6,0.18,3.1,18,0.0,0.2,3.8
3727,新　井　　康　行,ｱﾗｲ ﾔｽﾕｷ,愛知,B1,S,460713,1,45,168,54,A,3.43,11.4,0.18,B1,B1,B1,44.0,43.0,2017,1,20160501,20161031,75,愛　知,13,30.8,0.15,2.7,16,12.5,0.2,4.8,16,6.3,0.17,3.5,8,0.0,0.19,3.1,22,13.6,0.18,3.7,12,0.0,0.19,4.3
3899,吉　田　　弘　文,ﾖｼﾀﾞ ﾋﾛﾌﾐ,福岡,B2,S,511120,1,40,161,51,A,0.0,0.0,0.0,B2,A1,A1,57.0,0.0,2017,1,20160501,20161031,80,福　岡,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3927,平　賀　　　　圭,ﾋﾗｶﾞ ｹｲ,岡山,B1,S,501005,1,41,168,63,O,2.61,10.1,0.22,B2,B1,B1,42.0,38.0,2017,1,20160501,20161031,81,岡　山,8,37.5,0.25,4.5,11,0.0,0.19,3.8,13,23.1,0.19,3.5,13,0.0,0.19,3.9,8,12.5,0.21,4.0,16,0.0,0.28,5.4
4599,坂　口　　　　愛,ｻｶｸﾞﾁ ｱｲ,大阪,B2,S,590926,2,32,156,48,O,2.36,6.6,0.22,B2,B1,B2,39.0,39.0,2017,1,20160501,20161031,106,大　阪,6,16.7,0.23,4.5,7,0.0,0.26,5.3,9,0.0,0.18,3.9,5,40.0,0.24,4.0,8,0.0,0.2,3.5,10,0.0,0.23,5.1
4628,山　田　　達　也,ﾔﾏﾀﾞ ﾀﾂﾔ,大阪,B1,S,610526,1,30,166,55,A,3.59,18.1,0.16,B2,B1,B1,45.0,43.0,2017,1,20160501,20161031,107,大　阪,8,37.5,0.13,3.1,12,8.3,0.13,2.8,13,30.8,0.16,3.0,11,18.2,0.15,2.8,13,15.4,0.19,3.4,9,0.0,0.18,3.1
4795,落　合　　正　侑,ｵﾁｱｲ ﾏｻﾕｷ,埼玉,B1,H,020914,1,26,171,54,A,2.78,11.3,0.17,B1,B2,B1,43.0,39.0,2017,1,20160501,20161031,113,埼　玉,11,36.4,0.13,2.4,9,0.0,0.19,3.7,18,11.1,0.19,3.9,12,16.7,0.17,3.6,27,3.7,0.19,3.4,21,9.5,0.13,2.8
2596,館　野　　友　良,ﾀﾃﾉ ﾄﾓﾖｼ,群馬,B1,S,230210,1,69,157,54,O,3.84,19.5,0.18,B1,B1,B1,44.0,44.0,2017,2,20161101,20170430,34,栃　木,13,46.2,0.18,3.3,17,29.4,0.18,3.6,19,5.3,0.2,3.7,20,20.0,0.16,2.5,17,11.8,0.18,3.8,6,0.0,0.25,4.0
2842,刀　根　　辰　治,ﾄﾈ ﾀﾂｼﾞ,大阪,B1,S,311217,1,60,166,51,AB,4.06,17.8,0.18,B1,B1,B1,43.0,45.0,2017,2,20161101,20170430,42,福　岡,12,25.0,0.18,3.8,19,21.1,0.18,3.5,11,27.3,0.17,3.3,16,25.0,0.2,2.9,13,7.7,0.16,3.1,13,0.0,0.17,3.8
2974,木　下　　繁　美,ｷﾉｼﾀ ｼｹﾞﾐ,福岡,B2,S,321211,1,59,164,55,B,3.07,17.0,0.21,B1,B1,B1,44.0,40.0,2017,2,20161101,20170430,48,福　岡,5,40.0,0.21,3.6,7,0.0,0.2,3.0,10,40.0,0.19,2.5,5,0.0,0.22,4.2,8,12.5,0.21,5.3,6,0.0,0.24,5.5
3120,竹　村　　　　明,ﾀｹﾑﾗ ｱｷﾗ,大阪,B1,S,360927,1,55,167,58,AB,3.94,20.2,0.21,B1,B1,B1,46.0,45.0,2017,2,20161101,20170430,53,大　阪,13,46.2,0.19,2.8,14,50.0,0.19,4.1,16,6.3,0.2,4.1,13,7.7,0.22,4.5,15,6.7,0.25,4.5,9,0.0,0.19,3.2
3139,松　尾　　美和子,ﾏﾂｵ ﾐﾜｺ,長崎,B1,S,350926,2,56,159,49,A,2.94,4.4,0.22,B1,B1,B1,42.0,42.0,2017,2,20161101,20170430,54,長　崎,9,33.3,0.2,4.3,20,0.0,0.24,5.1,17,0.0,0.24,4.7,11,0.0,0.17,3.7,7,0.0,0.2,4.1,5,0.0,0.23,4.6
3169,松　堂　　留　美,ﾏﾂﾄﾞｳ ﾙﾐ,東京,B1,S,371127,2,54,156,47,B,3.79,14.2,0.22,B1,B1,B1,42.0,45.0,2017,2,20161101,20170430,55,沖　縄,14,35.7,0.21,4.1,20,15.0,0.21,4.3,17,11.8,0.22,4.4,16,6.3,0.22,3.9,17,17.6,0.24,4.4,14,0.0,0.18,4.5
3291,河　原　　順　一,ｶﾜﾊﾗ ｼﾞﾕﾝｲﾁ,福岡,B1,S,391001,1,52,161,55,B,3.17,12.7,0.23,B1,B1,B1,43.0,41.0,2017,2,20161101,20170430,60,福　岡,10,10.0,0.25,4.3,13,30.8,0.23,4.2,9,0.0,0.32,4.8,11,9.1,0.2,3.9,13,15.4,0.17,3.9,8,0.0,0.27,5.0
3299,東　郷　　晴　美,ﾄｳｺﾞｳ ﾊﾙﾐ,福岡,B2,S,420324,2,50,150,48,B,3.13,0.0,0.24,B1,B2,B1,41.0,44.0,2017,2,20161101,20170430,60,福　岡,1,0.0,0.24,5.0,2,0.0,0.26,5.5,1,0.0,0.34,5.0,1,0.0,0.19,4.0,2,0.0,0.21,4.0,1,0.0,0.21,3.0
3326,生　方　　厚　成,ｳﾌﾞｶﾀ ｱﾂﾅﾘ,群馬,A1,S,420809,1,49,163,53,A,6.26,42.8,0.17,A1,A2,A1,53.0,55.0,2017,2,20161101,20170430,61,群　馬,27,88.9,0.16,2.7,20,55.0,0.17,2.9,32,40.6,0.17,3.4,22,18.2,0.15,3.0,29,17.2,0.18,3.2,10,30.0,0.21,4.0
3363,豊　村　　　　功,ﾄﾖﾑﾗ ｲｻｵ,長崎,B1,S,390822,1,52,163,56,O,2.63,5.7,0.21,B2,B1,B2,40.0,40.0,2017,2,20161101,20170430,63,長　崎,0,0.0,0.0,0.0,7,14.3,0.2,3.7,11,0.0,0.19,3.9,13,7.7,0.19,3.8,13,7.7,0.17,3.3,9,0.0,0.31,4.8
3549,松　田　　和　久,ﾏﾂﾀﾞ ｶｽﾞﾋｻ,滋賀,B2,S,460511,1,46,159,54,A,2.03,3.2,0.3,B2,B2,B1,39.0,37.0,2017,2,20161101,20170430,69,京　都,7,14.3,0.21,5.0,9,11.1,0.27,4.6,9,0.0,0.3,5.3,10,0.0,0.38,5.6,13,0.0,0.3,5.1,14,0.0,0.32,5.8
3667,田　川　　晴　美,ﾀｶﾞﾜ ﾊﾙﾐ,群馬,B1,S,460104,1,46,169,54,AB,3.36,15.1,0.19,B2,B2,B2,42.0,43.0,2017,2,20161101,20170430,73,群　馬,13,23.1,0.16,3.1,9,55.6,0.17,3.1,14,14.3,0.24,4.0,10,0.0,0.21,3.4,9,0.0,0.15,2.9,12,0.0,0.21,3.6
3707,野　辺　　香　織,ﾉﾍﾞ ｶｵﾘ,埼玉,B1,S,490607,2,43,151,48,O,3.92,11.6,0.21,B1,B1,B1,46.0,46.0,2017,2,20161101,20170430,74,埼　玉,13,23.1,0.21,3.6,16,6.3,0.21,3.9,18,11.1,0.2,3.5,12,25.0,0.19,3.4,20,5.0,0.23,3.8,7,0.0,0.23,4.6
3764,小　林　　謙　次,ｺﾊﾞﾔｼ ｹﾝｼﾞ,愛知,B1,S,471205,1,44,161,51,B,3.07,9.5,0.19,B2,B1,B2,43.0,41.0,2017,2,20161101,20170430,76,愛　知,8,25.0,0.23,4.8,16,6.3,0.19,3.8,12,16.7,0.14,2.3,11,9.1,0.17,3.4,11,9.1,0.2,4.0,15,0.0,0.2,3.1
3768,飯　野　　秀　樹,ｲｲﾉ ﾋﾃﾞｷ,東京,B1,S,480606,1,44,168,50,O,2.99,11.2,0.25,B2,B1,B2,42.0,41.0,2017,2,20161101,20170430,76,東　京,12,25.0,0.29,4.4,13,15.4,0.19,4.0,17,5.9,0.24,4.3,8,25.0,0.24,4.8,9,0.0,0.3,4.8,12,0.0,0.24,4.7
3864,小　島　　大　輔,ｺｼﾞﾏ ﾀﾞｲｽｹ,山口,B1,S,490811,1,42,164,50,O,3.92,14.1,0.22,B1,B1,B1,46.0,46.0,2017,2,20161101,20170430,79,山　口,14,35.7,0.21,3.9,15,13.3,0.23,4.8,10,10.0,0.23,4.8,10,10.0,0.22,3.8,17,11.8,0.21,4.5,19,5.3,0.24,4.8
3887,鎌　田　　　　義,ｶﾏﾀﾞ ﾀﾀﾞｼ,兵庫,B2,S,490510,1,43,164,54,A,6.17,45.8,0.18,A1,A1,A2,57.0,54.0,2017,2,20161101,20170430,80,兵　庫,9,100.0,0.16,3.7,7,57.1,0.21,3.7,5,40.0,0.21,3.2,7,28.6,0.18,3.7,12,25.0,0.18,2.8,8,25.0,0.18,3.1
4157,田　崎　　　　豊,ﾀｻﾞｷ ﾕﾀｶ,福岡,B1,S,560309,1,36,164,57,B,2.78,13.7,0.19,B1,B2,B1,43.0,39.0,2017,2,20161101,20170430,90,福　岡,8,37.5,0.2,3.8,12,16.7,0.17,3.4,16,25.0,0.19,3.6,11,9.1,0.21,4.0,16,0.0,0.21,4.5,10,0.0,0.18,3.5
4235,進　藤　　　　侑,ｼﾝﾄﾞｳ ﾀｽｸ,群馬,A1,S,580911,1,33,168,51,O,6.38,42.8,0.18,A1,A1,A1,58.0,59.0,2017,2,20161101,20170430,92,群　馬,19,78.9,0.16,3.0,34,47.1,0.17,3.1,16,56.3,0.17,3.3,19,31.6,0.18,3.3,16,12.5,0.19,3.3,10,0.0,0.24,5.2
4280,山　本　　章　博,ﾔﾏﾓﾄ ｱｷﾋﾛ,岡山,B1,S,580813,1,33,166,57,O,3.65,21.2,0.16,B2,B1,B2,43.0,43.0,2017,2,20161101,20170430,94,岡　山,11,72.7,0.17,3.1,13,30.8,0.2,3.7,13,23.1,0.15,2.5,15,13.3,0.17,3.7,13,0.0,0.14,2.2,15,0.0,0.17,3.6
4334,児　玉　　　　旭,ｺﾀﾞﾏ ｱｷﾗ,兵庫,B1,S,581111,1,33,155,50,A,2.83,11.5,0.16,B2,B2,B1,38.0,39.0,2017,2,20161101,20170430,96,兵　庫,10,20.0,0.15,3.1,13,23.1,0.16,3.1,13,7.7,0.13,2.9,9,22.2,0.2,3.8,13,0.0,0.18,3.3,11,0.0,0.15,3.2
4378,川　下　　晃　司,ｶﾜｼﾓ ｺｳｼﾞ,広島,A2,S,590720,1,32,163,50,O,6.03,41.2,0.2,A1,A2,A2,53.0,54.0,2017,2,20161101,20170430,98,山　口,26,69.2,0.17,3.6,23,34.8,0.2,4.2,22,40.9,0.21,3.5,14,64.3,0.16,3.4,24,25.0,0.18,4.2,23,17.4,0.24,5.2
4517,平　野　　恭　兵,ﾋﾗﾉ ｷｮｳﾍｲ,東京,B1,S,620116,1,30,169,54,A,3.59,22.8,0.18,B2,B1,B1,42.0,43.0,2017,2,20161101,20170430,103,東　京,11,54.5,0.16,2.2,14,35.7,0.2,3.2,12,0.0,0.18,3.1,9,33.3,0.12,1.8,10,0.0,0.16,3.2,14,14.3,0.2,4.1
4620,佐　藤　　裕　紀,ｻﾄｳ ﾋﾛｷ,大阪,B1,S,580817,1,33,171,56,B,3.04,8.6,0.18,B1,B2,B1,42.0,41.0,2017,2,20161101,20170430,107,大　阪,10,20.0,0.15,2.6,14,7.1,0.18,3.1,17,0.0,0.21,4.1,15,6.7,0.16,3.1,24,12.5,0.17,3.3,13,7.7,0.18,3.1
4801,小　城　　千　奈,ｵｷﾞ ﾁﾅ,福岡,B2,H,050808,2,23,151,45,A,3.24,15.2,0.23,B1,B1,B2,39.0,40.0,2017,2,20161101,20170430,113,福　岡,4,50.0,0.29,4.3,8,37.5,0.2,4.3,4,0.0,0.17,4.3,10,20.0,0.25,4.1,10,0.0,0.23,3.9,11,0.0,0.24,4.3
2568,中　村　　義　雄,ﾅｶﾑﾗ ﾖｼｵ,長崎,B1,S,240805,1,68,152,52,A,3.75,15.6,0.19,B1,B1,B1,43.0,44.0,2018,1,20170501,20171031,33,長　崎,17,35.3,0.21,3.7,15,33.3,0.16,3.1,12,8.3,0.21,3.6,16,6.3,0.18,3.4,11,0.0,0.16,3.8,12,0.0,0.2,4.3
2910,片　山　　　　晃,ｶﾀﾔﾏ ｱｷﾗ,岡山,B1,S,300926,1,62,158,51,A,4.21,20.8,0.18,B1,B1,B1,45.0,46.0,2018,1,20170501,20171031,45,岡　山,13,76.9,0.15,2.2,19,15.8,0.17,3.5,19,15.8,0.21,4.0,14,7.1,0.18,4.2,19,15.8,0.19,3.4,12,0.0,0.18,3.8
3010,大　嶋　　一　也,ｵｵｼﾏ ｶｽﾞﾔ,愛知,A1,S,330128,1,59,163,53,AB,7.34,59.8,0.15,A1,A1,A1,57.0,57.0,2018,1,20170501,20171031,49,愛　知,41,80.5,0.16,2.7,71,52.1,0.15,3.0,29,48.3,0.16,3.7,1,100.0,0.17,5.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3128,鳥　居　　智　恵,ﾄﾘｲ ﾁｴ,福岡,B1,S,380920,2,54,152,47,A,3.86,20.4,0.19,B1,B1,B1,44.0,44.0,2018,1,20170501,20171031,53,熊　本,16,56.3,0.17,2.9,19,26.3,0.18,3.2,18,27.8,0.2,3.3,14,0.0,0.17,2.4,19,5.3,0.18,3.4,12,0.0,0.24,4.9
3171,田　川　　忠　志,ﾀｶﾞﾜ ﾀﾀﾞｼ,長崎,B1,S,380521,1,54,166,55,A,3.33,8.9,0.19,B1,B1,B1,45.0,43.0,2018,1,20170501,20171031,55,長　崎,10,10.0,0.13,1.7,13,7.7,0.2,3.7,15,0.0,0.19,4.3,11,27.3,0.21,3.7,17,11.8,0.2,3.7,13,0.0,0.21,3.5
3225,松　村　　昌　子,ﾏﾂﾑﾗ ﾏｻｺ,東京,B1,S,400728,2,52,157,50,O,3.92,15.0,0.24,B2,B2,B1,40.0,46.0,2018,1,20170501,20171031,57,東　京,10,20.0,0.25,4.3,11,27.3,0.16,3.4,8,0.0,0.26,4.0,11,9.1,0.28,5.2,7,28.6,0.23,4.3,6,0.0,0.23,4.5
3329,作　野　　　　恒,ｻｸﾉ ﾋｻｼ,愛知,A1,S,421128,1,50,155,51,O,6.45,51.2,0.14,A1,A1,A1,57.0,53.0,2018,1,20170501,20171031,61,愛　知,31,83.9,0.12,1.9,21,61.9,0.14,3.0,22,36.4,0.14,2.3,21,42.9,0.13,2.6,15,26.7,0.14,3.1,12,16.7,0.17,3.8
3373,黒　瀬　　三　幸,ｸﾛｾ ﾐﾂﾕｷ,福岡,B1,S,420226,1,50,161,55,O,3.42,8.9,0.2,B1,B1,B1,44.0,43.0,2018,1,20170501,20171031,63,福　岡,11,45.5,0.21,3.2,16,6.3,0.18,3.2,10,10.0,0.19,3.9,13,0.0,0.24,4.6,20,0.0,0.18,3.9,8,0.0,0.26,4.4
3452,吉　田　　徳　夫,ﾖｼﾀﾞ ﾉﾘｵ,愛知,B1,S,451104,1,47,164,56,B,4.86,33.7,0.16,B1,A2,B1,49.0,47.0,2018,1,20170501,20171031,65,愛　知,16,68.8,0.18,3.6,16,37.5,0.19,3.5,11,27.3,0.16,3.0,21,38.1,0.16,2.9,15,13.3,0.12,2.2,13,7.7,0.12,2.3
3472,浅　和　　重　哉,ｱｻﾜ ｼｹﾞﾔ,東京,B2,S,450401,1,47,162,55,A,2.04,0.0,0.21,B1,B1,B2,45.0,37.0,2018,1,20170501,20171031,66,東　京,7,0.0,0.22,3.9,10,0.0,0.2,3.8,6,0.0,0.19,3.8,8,0.0,0.18,3.6,9,0.0,0.21,4.6,8,0.0,0.23,4.4
3632,江　並　　浩　一,ｴﾅﾐ ｺｳｲﾁ,埼玉,B1,S,450112,1,47,170,62,O,3.25,11.1,0.17,B2,B1,B2,40.0,42.0,2018,1,20170501,20171031,72,東　京,9,11.1,0.13,2.9,12,16.7,0.19,3.3,18,33.3,0.17,3.1,13,0.0,0.18,3.7,13,0.0,0.18,4.4,16,0.0,0.17,3.4
3798,稲　毛　　正　剛,ｲﾅｹﾞ ﾏｻﾀｶ,岡山,B1,S,481009,1,44,157,55,A,3.7,15.0,0.2,B1,B1,B1,46.0,44.0,2018,1,20170501,20171031,77,岡　山,13,30.8,0.18,3.2,15,20.0,0.22,4.3,21,14.3,0.18,3.3,18,22.2,0.19,3.7,15,6.7,0.2,4.4,18,0.0,0.24,5.2
4087,吉　田　　敦　志,ﾖｼﾀﾞ ｱﾂｼ,長崎,B1,S,550525,1,37,165,60,O,2.97,6.8,0.19,B2,B1,B1,41.0,42.0,2018,1,20170501,20171031,87,長　崎,10,0.0,0.24,3.9,12,16.7,0.14,2.5,11,0.0,0.15,2.9,18,11.1,0.24,4.1,12,8.3,0.19,3.3,10,0.0,0.18,3.4
4291,山　崎　　紳　弘,ﾔﾏｻｷ ﾉﾌﾞﾋﾛ,福岡,B1,S,600316,1,32,166,54,A,3.53,15.1,0.2,B2,B1,B1,43.0,44.0,2018,1,20170501,20171031,94,福　岡,7,28.6,0.25,4.3,15,20.0,0.18,3.5,14,28.6,0.21,4.4,13,7.7,0.19,3.6,16,6.3,0.21,4.2,14,7.1,0.17,4.2
4341,足　立　　かなえ,ｱﾀﾞﾁ ｶﾅｴ,東京,B2,S,590820,2,33,157,50,B,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2018,1,20170501,20171031,96,千　葉,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4597,牧　　　　宏　和,ﾏｷ ﾋﾛｶｽﾞ,愛知,B2,S,590402,1,33,166,56,O,3.0,5.0,0.21,B2,B2,B1,0.0,41.0,2018,1,20170501,20171031,106,愛　知,2,0.0,0.21,4.0,11,18.2,0.21,4.4,6,0.0,0.23,3.8,6,0.0,0.13,3.8,10,0.0,0.24,4.3,5,0.0,0.2,4.8
4606,喜　川　　照　正,ｷｶﾞﾜ ﾃﾙﾏｻ,東京,B2,S,630922,1,29,167,62,A,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2018,1,20170501,20171031,106,徳　島,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
4613,竹　内　　吉　弘,ﾀｹｳﾁ ﾖｼﾋﾛ,東京,B2,S,490613,1,43,164,62,O,1.54,0.0,0.22,B2,B2,B2,36.0,34.0,2018,1,20170501,20171031,107,東　京,7,0.0,0.31,5.8,7,0.0,0.2,4.6,9,0.0,0.21,4.4,5,0.0,0.23,4.2,7,0.0,0.18,4.4,15,0.0,0.2,4.5
4616,小　川　　真　人,ｵｶﾞﾜ ﾏｻﾄ,福岡,B2,S,561225,1,36,166,50,O,1.65,2.0,0.18,B2,B2,B2,35.0,34.0,2018,1,20170501,20171031,107,大　分,3,33.3,0.22,4.0,8,0.0,0.17,3.6,10,0.0,0.16,3.7,6,0.0,0.17,3.8,10,0.0,0.17,3.8,12,0.0,0.23,4.8
4617,若　林　　　　友,ﾜｶﾊﾞﾔｼ ﾕｳ,東京,B1,S,570515,1,35,168,53,O,3.65,14.2,0.18,B2,B1,B2,42.0,44.0,2018,1,20170501,20171031,107,千　葉,14,21.4,0.23,3.9,15,13.3,0.2,3.7,15,13.3,0.17,3.9,14,28.6,0.1,2.1,19,0.0,0.16,3.1,16,12.5,0.2,4.0
4621,坂　田　　麻　衣,ｻｶﾀ ﾏｲ,徳島,B1,S,581128,2,34,159,48,B,3.37,11.2,0.18,B2,B2,B2,45.0,42.0,2018,1,20170501,20171031,107,高　知,9,11.1,0.23,4.3,14,21.4,0.18,3.6,9,0.0,0.2,3.8,8,12.5,0.17,3.3,15,13.3,0.15,3.2,7,0.0,0.2,3.3
4655,三　宅　　　　諒,ﾐﾔｹ ﾘｮｳ,大阪,B1,S,620208,1,30,164,55,O,2.33,1.5,0.22,B2,B2,B2,39.0,38.0,2018,1,20170501,20171031,108,大　阪,6,16.7,0.19,3.3,8,0.0,0.2,4.1,7,0.0,0.13,2.7,13,0.0,0.3,4.8,8,0.0,0.23,4.6,22,0.0,0.22,4.3
4658,古　賀　　雅　晟,ｺｶﾞ ﾏｻｱｷ,愛知,B1,H,030217,1,26,172,60,A,3.84,15.5,0.18,B2,B1,B1,39.0,44.0,2018,1,20170501,20171031,108,愛　知,11,36.4,0.16,2.7,10,0.0,0.19,4.0,14,21.4,0.18,3.4,9,33.3,0.17,2.7,16,6.3,0.16,3.4,17,5.9,0.23,4.6
4975,神　開　　一　輝,ｼﾝｶｲ ｶｽﾞｷ,福岡,B2,H,050807,1,24,174,51,A,0.0,0.0,0.0,B2,B2,,0.0,0.0,2018,1,20170501,20171031,120,福　岡,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2698,角　川　　政　志,ｽﾐｶﾜ ﾏｻｼ,香川,B1,S,290109,1,64,159,52,O,4.05,18.1,0.2,B1,B1,B1,47.0,45.0,2018,2,20171101,20180430,36,愛　媛,12,41.7,0.16,2.5,62,16.1,0.2,4.5,9,11.1,0.25,4.9,2,0.0,0.2,4.5,1,0.0,0.16,4.0,0,0.0,0.0,0.0
2820,久　間　　　　繁,ｸﾏ ｼｹﾞﾙ,愛知,B2,S,280524,1,65,164,53,A,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2018,2,20171101,20180430,42,愛　知,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
2969,久　田　　正　晴,ﾋｻﾀﾞ ﾏｻﾊﾙ,群馬,B2,S,310109,1,62,161,53,A,3.06,8.1,0.23,B1,B1,B1,43.0,40.0,2018,2,20171101,20180430,48,群　馬,8,37.5,0.2,3.8,7,0.0,0.25,4.0,7,0.0,0.22,4.8,8,12.5,0.27,5.0,9,0.0,0.23,4.9,10,0.0,0.2,3.6
